genus1,genus2,locus1,locus2,overlap_count,overlap
Akapala,Orasema,L371,L372,1,G
Akapala,Orasema,L680,L681,1,G
Akapala,Orasema,L681,L683,1,G
Akapala,Orasema,L681,L681,1,G
Akapala,Ormyromorpha,L500,L501,1,G
Akapala,Plutothrix,L111,L111,1,G
Akapala,Psilocharis,L795,L796,1,G
Alaptus,Neodipara,L420,L421,1,H
Alaptus,Neodipara,L421,L422,1,H
Alaptus,Palmon,L751,L752,1,A
Alaptus,Palmon,L751,L751,1,OOPS
Amerostenus,Bootanomyia,L369,L369,1,H
Amerostenus,Cynipencyrtus,L501,L502,1,G
Amerostenus,Cyrtogaster,L503,L504,1,G
Amerostenus,Grooca,L176,L177,1,G
Amerostenus,Grooca,L1006,L1006,1,G
Amerostenus,Grooca,L176,L176,1,H
Amerostenus,Habritys,L46,L47,1,G
Amerostenus,Nodisoplata,L537,L539,1,H
Amerostenus,Ormocerus,L397,L397,1,G
Amerostenus,Ormyromorpha,L46,L47,1,G
Amerostenus,Plutothrix,L500,L501,2,G H
Amerostenus,Pteromalus,L47,L48,1,G
Amerostenus,Yrka,L399,L400,1,A
Amerostenus,Yrka,L701,L702,2,G H
Amerostenus,Yrka,L1018,L1018,1,H
Amerostenus,Yrka,L108,L108,1,G
Amerostenus,Yrka,L313,L313,1,G
Amerostenus,Yrka,L398,L398,1,G
Amerostenus,Yrka,L403,L403,1,G
Amerostenus,Yrka,L419,L419,1,H
Amerostenus,Yrka,L618,L618,1,G
Amerostenus,Yrka,L701,L701,1,H
Amerostenus,Yrka,L843,L843,1,H
Amerostenus,Yrka,L925,L925,2,A G
Amerostenus,Yrka,L233,L234,1,G
Amerostenus,Yrka,L348,L349,1,D
Amerostenus,Yrka,L419,L421,1,H
Amerostenus,Yrka,L774,L775,1,G
Amerostenus,Yrka,L843,L844,1,G
Amerostenus,Yrka,L349,L349,1,D
Amerostenus,Yrka,L534,L534,1,G
Anagroidea,Eubroncus,L244,L244,2,B G
Anagroidea,Eubroncus,L478,L478,1,G
Anagroidea,Eubroncus,L915,L915,1,G
Anagroidea,Eubroncus,L927,L927,1,H
Anagroidea,Eubroncus,L915,L916,1,G
Anagroidea,Eubroncus,L927,L928,1,H
Anagroidea,Eubroncus,L233,L233,2,G H
Anagroidea,Eubroncus,L242,L242,1,D
Anagroidea,Eubroncus,L368,L368,1,G
Anagroidea,Eubroncus,L914,L914,1,G
Anagroidea,Eubroncus,L917,L917,1,G
Anagroidea,Ischiodasys,L340,L340,1,B
Anagroidea,Mesopeltita,L356,L357,1,D
Anagroidea,Mesopeltita,L355,L357,1,D
Anagroidea,Mesopeltita,L357,L357,1,D
Anagroidea,Trisecodes,L163,L164,2,A G
Anagroidea,Trisecodes,L163,L163,2,C D
Anagrus,Neochrysocharis,L605,L606,2,A G
Anagrus,Neochrysocharis,L326,L326,1,G
Anagrus,Neochrysocharis,L606,L606,2,C D
Anagrus,Rotoita,L340,L341,2,A G
Anagrus,Rotoita,L352,L353,2,C D
Anagrus,Rotoita,L35,L36,1,D
Anagrus,Rotoita,L450,L451,1,A
Anagrus,Rotoita,L611,L612,1,G
Anagrus,Rotoita,L612,L613,2,A G
Anagrus,Rotoita,L756,L757,2,A G
Anagrus,Rotoita,L819,L820,2,C D
Anagrus,Rotoita,L983,L984,2,A G
Anagrus,Rotoita,L1007,L1007,2,C D
Anagrus,Rotoita,L152,L152,2,C D
Anagrus,Rotoita,L23,L23,2,A G
Anagrus,Rotoita,L340,L340,2,C D
Anagrus,Rotoita,L352,L352,2,C D
Anagrus,Rotoita,L36,L36,1,D
Anagrus,Rotoita,L389,L389,2,C D
Anagrus,Rotoita,L395,L395,2,C D
Anagrus,Rotoita,L398,L398,2,C D
Anagrus,Rotoita,L527,L527,1,D
Anagrus,Rotoita,L561,L561,2,C D
Anagrus,Rotoita,L577,L577,2,C D
Anagrus,Rotoita,L590,L590,2,G H
Anagrus,Rotoita,L612,L612,2,C D
Anagrus,Rotoita,L704,L704,2,C D
Anagrus,Rotoita,L820,L820,2,C D
Anagrus,Rotoita,L937,L937,2,C D
Anagrus,Rotoita,L975,L975,2,B G
Anagrus,Rotoita,L983,L983,2,C D
Anagrus,Rotoita,L22,L23,1,A
Anagrus,Ufens,L869,L870,1,G
Anagrus,Ufens,L459,L459,2,C D
Anagrus,Ufens,L496,L496,2,C D
Anagrus,Ufens,L870,L870,1,D
Anagyrus,Eopelma,L951,L951,1,G
Anagyrus,Ericydnus,L419,L419,1,H
Anagyrus,Euperilampus,L346,L346,1,H
Anagyrus,Lelapsomorpha,L365,L365,1,H
Anagyrus,Neorileya,L54,L550,1,H
Anagyrus,Savzdargia,L504,L504,1,H
Anastatus,Ceratogramma,L1038,L554,1,H
Anastatus,Echthrodape,L2,L554,1,H
Anastatus,Zaischnopsis,L268,L269,2,A G
Anastatus,Zaischnopsis,L6,L7,1,H
Anastatus,Zaischnopsis,L314,L314,2,A G
Anastatus,Zaischnopsis,L316,L316,1,B
Anastatus,Zaischnopsis,L130,L131,1,G
Anastatus,Zaischnopsis,L172,L173,1,A
Anastatus,Zaischnopsis,L314,L315,1,A
Anastatus,Zaischnopsis,L810,L811,1,A
Anastatus,Zaischnopsis,L891,L892,1,G
Anastatus,Zaischnopsis,L960,L961,1,G
Anastatus,Zaischnopsis,L131,L131,1,G
Anastatus,Zaischnopsis,L200,L200,1,G
Anastatus,Zaischnopsis,L219,L219,1,H
Anidarnes,Coccophagus,L227,L227,2,A G
Anidarnes,Coccophagus,L321,L321,2,C D
Anidarnes,Idarnes,L235,L236,1,G
Anidarnes,Idarnes,L235,L235,1,G
Anidarnes,Pseudidarnes,L523,L524,1,H
Anidarnes,Pseudidarnes,L1022,L1022,1,G
Anidarnes,Pseudidarnes,L167,L167,1,B
Anidarnes,Pseudidarnes,L177,L177,1,G
Anidarnes,Pseudidarnes,L419,L419,1,G
Anidarnes,Pseudidarnes,L502,L502,1,G
Anidarnes,Pseudidarnes,L523,L523,1,H
Anidarnes,Pseudidarnes,L524,L524,1,G
Anidarnes,Pseudidarnes,L214,L215,1,G
Anorasema,Australosema,L46,L46,1,G
Anorasema,Chalcis,L721,L721,1,D
Anorasema,Kapala,L503,L504,1,G
Anorasema,Orasema,L364,L365,1,A
Anorasema,Perilampus,L454,L455,1,H
Aphelinoidea,Cynipencyrtus,L437,L437,2,C D
Aphelinoidea,Glyphomerus,L551,L552,1,A
Aphelinoidea,Glyphomerus,L777,L778,1,A
Aphelinoidea,Glyphomerus,L535,L535,1,D
Aphelinoidea,Glyphomerus,L551,L551,1,D
Aphelinoidea,Glyphomerus,L777,L777,1,D
Aphelinoidea,Oligosita,L692,L692,2,C D
Aprostocetus,Dasyomphale,L496,L497,1,H
Aprostocetus,Glyphomerus,L5,L5,1,H
Aprostocetus,Gyrolasomyia,L1018,L1019,1,G
Aprostocetus,Gyrolasomyia,L268,L269,1,H
Aprostocetus,Gyrolasomyia,L338,L339,1,G
Aprostocetus,Gyrolasomyia,L359,L362,1,H
Aprostocetus,Gyrolasomyia,L39,L40,1,G
Aprostocetus,Gyrolasomyia,L545,L546,1,G
Aprostocetus,Gyrolasomyia,L1018,L1018,1,H
Aprostocetus,Gyrolasomyia,L1019,L1019,1,G
Aprostocetus,Gyrolasomyia,L233,L233,1,H
Aprostocetus,Gyrolasomyia,L268,L268,1,H
Aprostocetus,Gyrolasomyia,L269,L269,2,B G
Aprostocetus,Gyrolasomyia,L339,L339,1,G
Aprostocetus,Gyrolasomyia,L356,L356,2,B G
Aprostocetus,Gyrolasomyia,L362,L362,1,G
Aprostocetus,Gyrolasomyia,L369,L369,1,G
Aprostocetus,Gyrolasomyia,L40,L40,1,G
Aprostocetus,Gyrolasomyia,L917,L917,1,H
Aprostocetus,Gyrolasomyia,L546,L546,1,G
Aprostocetus,Systole,L951,L951,1,G
Archaeoteleia,Colotrechnus,L505,L506,1,G
Archaeoteleia,Perthiola,L433,L434,1,A
Adontomerus,Arescon,L13,L13,1,G
Adontomerus,Arescon,L505,L505,1,D
Adontomerus,Arescon,L364,L365,1,G
Arescon,Cales,L690,L691,2,C D
Arescon,Cales,L691,L691,2,C D
Arescon,Diaspiniphagus,L932,L933,1,D
Arescon,Diaspiniphagus,L933,L934,1,A
Arescon,Diaspiniphagus,L443,L443,1,D
Arescon,Diaspiniphagus,L649,L649,2,C D
Arescon,Euperilampus,L130,L693,1,H
Arescon,Idarnotorymus,L20,L20,1,G
Arescon,Microdontomerus,L140,L140,1,G
Arescon,Notanisus,L573,L574,1,D
Arescon,Notanisus,L573,L573,1,D
Agamerion,Asaphes,L912,L913,1,G
Aiolomorphus,Asaphes,L767,L767,1,G
Asaphes,Clytina,L500,L500,1,G
Asaphes,Coruna,L359,L362,1,H
Asaphes,Dibrachys,L365,L365,1,G
Asaphes,Dibrachys,L367,L367,1,G
Asaphes,Epistenia,L359,L359,1,H
Asaphes,Epistenia,L432,L432,1,G
Asaphes,Gastrancistrus,L362,L362,1,G
Asaphes,Glyphomerus,L111,L111,1,G
Asaphes,Habritys,L46,L47,1,G
Asaphes,Keirana,L46,L46,1,G
Asaphes,Lanthanomyia,L304,L304,1,G
Asaphes,Lanthanomyia,L1022,L1022,1,G
Asaphes,Ogloblinisca,L951,L951,1,G
Asaphes,Ophelosia,L47,L47,1,G
Asaphes,Ormyromorpha,L46,L47,1,G
Asaphes,Philomides,L1035,L1035,1,G
Asaphes,Plutothrix,L392,L392,1,H
Asaphes,Pseudidarnes,L359,L362,1,H
Asaphes,Pteromalus,L41,L42,1,H
Asaphes,Pteromalus,L363,L363,1,G
Asparagobius,Bootanelleus,L367,L368,1,G
Asparagobius,Coruna,L359,L362,1,G
Asparagobius,Diaspiniphagus,L437,L437,2,C D
Asparagobius,Diaspiniphagus,L976,L976,2,A G
Asparagobius,Diaspiniphagus,L640,L641,1,D
Asparagobius,Diaspiniphagus,L1029,L1029,1,G
Asparagobius,Diaspiniphagus,L285,L285,1,D
Asparagobius,Diaspiniphagus,L436,L437,1,G
Asparagobius,Idarnotorymus,L753,L753,1,G
Asparagobius,Lanthanomyia,L304,L304,1,G
Asparagobius,Mymaromma,L175,L765,1,H
Asparagobius,Omphalodipara,L362,L362,1,G
Astichus,Bellerus,L618,L618,1,H
Astichus,Ophelimus,L500,L501,1,G
Astichus,Plutothrix,L500,L501,1,G
Australeunotus,Cephaleta,L454,L454,2,C D
Australeunotus,Coelocyba,L500,L501,1,G
Australeunotus,Coruna,L359,L362,1,G
Australeunotus,Elachertus,L304,L304,2,C D
Australeunotus,Habritys,L46,L47,1,G
Australeunotus,Megastigmus,L41,L42,1,H
Australeunotus,Moranila,L421,L422,1,G
Australeunotus,Moranila,L857,L858,1,G
Australeunotus,Moranila,L364,L364,2,G H
Australeunotus,Moranila,L421,L421,1,G
Australeunotus,Moranila,L422,L422,1,G
Australeunotus,Moranila,L761,L761,1,H
Australeunotus,Moranila,L768,L768,1,G
Australeunotus,Moranila,L858,L858,2,B G
Australeunotus,Moranila,L98,L98,1,G
Australeunotus,Moranila,L13,L13,1,H
Australeunotus,Ophelosia,L739,L740,1,G
Australeunotus,Ophelosia,L843,L844,1,G
Australeunotus,Ophelosia,L855,L856,1,H
Australeunotus,Ophelosia,L254,L254,1,H
Australeunotus,Ophelosia,L264,L264,1,G
Australeunotus,Ophelosia,L324,L324,2,B G
Australeunotus,Ophelosia,L517,L517,1,G
Australeunotus,Ophelosia,L534,L534,1,D
Australeunotus,Ophelosia,L698,L698,1,H
Australeunotus,Ophelosia,L71,L71,1,H
Australeunotus,Ophelosia,L81,L81,1,H
Australeunotus,Ophelosia,L844,L844,2,B G
Australeunotus,Ophelosia,L920,L920,1,G
Australeunotus,Ophelosia,L925,L925,2,A G
Australeunotus,Ophelosia,L241,L241,1,H
Australeunotus,Ophelosia,L392,L392,1,G
Australeunotus,Ophelosia,L558,L558,1,A
Australeunotus,Ophelosia,L660,L660,1,G
Australeunotus,Ophelosia,L878,L878,1,G
Australeunotus,Ophelosia,L929,L929,1,G
Australeunotus,Ormyromorpha,L46,L47,1,G
Australeunotus,Pteromalus,L1021,L1022,1,G
Australeunotus,Pteroptrix,L505,L505,2,B G
Ablerus,Australomymar,L1017,L1017,1,D
Australomymar,Ischiodasys,L551,L552,1,G
Australomymar,Ischiodasys,L453,L453,1,G
Australomymar,Ischiodasys,L578,L578,2,B G
Australomymar,Ischiodasys,L595,L595,1,G
Australomymar,Ischiodasys,L647,L647,2,B G
Australomymar,Ischiodasys,L355,L356,1,G
Australomymar,Ischiodasys,L439,L440,1,G
Australomymar,Ischiodasys,L562,L564,1,G
Australomymar,Ischiodasys,L619,L619,1,B
Australomymar,Ischiodasys,L767,L767,1,G
Australomymar,Mesopeltita,L483,L484,1,H
Australosema,Colocharis,L578,L579,1,G
Australosema,Colocharis,L824,L825,1,A
Australosema,Colocharis,L579,L579,1,D
Australosema,Kapala,L458,L459,1,G
Australosema,Kapala,L824,L825,1,G
Australosema,Kapala,L459,L459,2,A G
Australosema,Kapala,L824,L824,1,D
Australosema,Leiosema,L1011,L1012,2,A G
Australosema,Leiosema,L167,L168,1,H
Australosema,Leiosema,L232,L233,1,D
Australosema,Leiosema,L493,L494,1,H
Australosema,Leiosema,L523,L524,1,G
Australosema,Leiosema,L565,L566,1,D
Australosema,Leiosema,L690,L691,2,G H
Australosema,Leiosema,L820,L821,1,G
Australosema,Leiosema,L1028,L1028,1,G
Australosema,Leiosema,L124,L124,2,G H
Australosema,Leiosema,L143,L143,1,H
Australosema,Leiosema,L388,L388,2,G H
Australosema,Leiosema,L475,L475,2,B G
Australosema,Leiosema,L484,L484,1,G
Australosema,Leiosema,L581,L581,1,H
Australosema,Leiosema,L785,L785,1,G
Australosema,Leiosema,L14,L15,2,G H
Australosema,Leiosema,L437,L438,1,G
Australosema,Leiosema,L580,L581,1,G
Australosema,Leiosema,L749,L750,1,G
Australosema,Leiosema,L874,L875,1,H
Australosema,Leiosema,L891,L892,1,D
Australosema,Leiosema,L1029,L1029,1,H
Australosema,Leiosema,L134,L134,1,H
Australosema,Leiosema,L14,L14,1,G
Australosema,Leiosema,L15,L15,2,G H
Australosema,Leiosema,L287,L287,1,G
Australosema,Leiosema,L409,L409,1,G
Australosema,Leiosema,L429,L429,1,H
Australosema,Leiosema,L463,L463,2,G H
Australosema,Leiosema,L494,L494,2,G H
Australosema,Leiosema,L574,L574,1,D
Australosema,Leiosema,L750,L750,1,G
Australosema,Leiosema,L857,L857,1,G
Australosema,Leiosema,L860,L860,2,G H
Australosema,Orasema,L214,L215,1,G
Australosema,Orasema,L224,L225,1,D
Australosema,Orasema,L249,L250,2,C D
Australosema,Orasema,L269,L270,1,G
Australosema,Orasema,L305,L306,1,G
Australosema,Orasema,L363,L364,1,G
Australosema,Orasema,L56,L57,1,G
Australosema,Orasema,L579,L580,1,H
Australosema,Orasema,L580,L581,2,G H
Australosema,Orasema,L953,L954,1,G
Australosema,Orasema,L214,L214,1,G
Australosema,Orasema,L215,L215,1,G
Australosema,Orasema,L224,L224,1,D
Australosema,Orasema,L306,L306,1,G
Australosema,Orasema,L348,L348,1,G
Australosema,Orasema,L363,L363,1,G
Australosema,Orasema,L53,L53,2,G H
Australosema,Orasema,L55,L55,1,G
Australosema,Orasema,L580,L580,2,G H
Australosema,Orasema,L679,L679,1,G
Australosema,Orasema,L768,L768,1,G
Australosema,Orasema,L817,L817,1,G
Australosema,Orasema,L137,L139,1,G
Australosema,Orasema,L270,L270,1,B
Australosema,Orasema,L914,L914,1,H
Australosema,Pseudometagea,L124,L126,1,H
Australosema,Psilocharis,L18,L19,1,G
Australosema,Timioderus,L142,L143,1,H
Australosema,Timioderus,L167,L168,1,G
Australosema,Timioderus,L523,L524,2,G H
Australosema,Timioderus,L56,L57,1,G
Australosema,Timioderus,L63,L64,2,A G
Australosema,Timioderus,L1011,L1011,1,D
Australosema,Timioderus,L168,L168,1,G
Australosema,Timioderus,L338,L338,1,G
Australosema,Timioderus,L365,L365,1,G
Australosema,Timioderus,L523,L523,2,G H
Australosema,Timioderus,L565,L565,1,D
Australosema,Timioderus,L57,L57,1,G
Australosema,Timioderus,L64,L64,1,G
Australosema,Timioderus,L945,L945,1,H
Australosema,Timioderus,L954,L954,1,G
Australosema,Timioderus,L972,L972,2,A G
Australosema,Timioderus,L305,L306,1,G
Australosema,Timioderus,L315,L316,1,H
Australosema,Timioderus,L35,L36,1,G
Australosema,Timioderus,L579,L580,1,H
Australosema,Timioderus,L580,L581,1,G
Australosema,Timioderus,L717,L718,2,A D
Australosema,Timioderus,L80,L81,1,G
Australosema,Timioderus,L897,L898,1,G
Australosema,Timioderus,L96,L97,2,D G
Australosema,Timioderus,L971,L972,2,A G
Australosema,Timioderus,L97,L98,1,G
Australosema,Timioderus,L1007,L1007,1,D
Australosema,Timioderus,L1012,L1012,1,A
Australosema,Timioderus,L25,L25,1,G
Australosema,Timioderus,L269,L269,1,H
Australosema,Timioderus,L299,L299,1,G
Australosema,Timioderus,L53,L53,2,A G
Australosema,Timioderus,L578,L578,1,G
Australosema,Timioderus,L580,L580,1,G
Australosema,Timioderus,L581,L581,1,G
Australosema,Timioderus,L717,L717,1,D
Australosema,Timioderus,L718,L718,1,D
Australosema,Timioderus,L96,L96,1,D
Australosema,Timioderus,L97,L97,1,D
Australosema,Timioderus,L98,L98,1,G
Austrophotismus,Callocleonymus,L392,L392,1,H
Austrophotismus,Hockeria,L1009,L1009,1,G
Austrophotismus,Neolosbanus,L1035,L1035,1,G
Austrophotismus,Proshizonotus,L1009,L321,1,G
Austrophotismus,Pseudometagea,L551,L552,2,A G
Austrophotismus,Pseudometagea,L552,L552,2,C D
Austrophotismus,Rileya,L759,L760,2,G H
Austrophotismus,Rileya,L369,L369,1,G
Austrophotismus,Zolotarewskya,L1009,L321,1,G
Agamerion,Balcha,L571,L572,1,G
Balcha,Bootanomyia,L725,L726,1,G
Balcha,Calosota,L232,L233,1,A
Balcha,Calosota,L493,L494,1,G
Balcha,Calosota,L1035,L1035,1,G
Balcha,Calosota,L233,L233,1,G
Balcha,Calosota,L494,L494,1,G
Balcha,Calosota,L595,L595,1,G
Balcha,Calosota,L339,L339,2,G H
Balcha,Calosota,L617,L617,1,G
Balcha,Calosota,L818,L818,1,G
Balcha,Grooca,L239,L240,1,G
Balcha,Heydenia,L741,L741,1,H
Balcha,Keirana,L420,L420,1,G
Balcha,Lelapsomorpha,L912,L913,1,G
Balcha,Omphalodipara,L421,L422,1,G
Balcha,Plutothrix,L565,L566,1,G
Balcha,Proshizonotus,L565,L566,1,G
Bellerus,Euderus,L503,L504,1,G
Bellerus,Euderus,L504,L504,1,G
Bellerus,Euderus,L767,L767,2,A G
Bellerus,Euderus,L480,L481,1,A
Bellerus,Euderus,L338,L338,1,G
Bellerus,Ophelimus,L500,L501,1,G
Bellerus,Petipirene,L667,L668,1,G
Bellerus,Physothorax,L18,L19,1,G
Bellerus,Plutothrix,L187,L187,1,H
Belyta,Maaminga,L1023,L1024,1,H
Belyta,Pteromalus,L222,L223,1,G
Blastophaga,Pleistodontes,L363,L364,1,G
Blastophaga,Pleistodontes,L704,L705,1,D
Blastophaga,Pleistodontes,L171,L171,1,D
Blastophaga,Pleistodontes,L705,L705,1,D
Blastophaga,Pleistodontes,L817,L817,1,D
Blastophaga,Pleistodontes,L421,L422,1,G
Blastophaga,Pleistodontes,L20,L20,1,G
Blastophaga,Pleistodontes,L420,L420,1,G
Blastophaga,Pleistodontes,L421,L421,1,G
Blastophaga,Proshizonotus,L420,L421,1,G
Blastophaga,Sycophaga,L149,L150,1,A
Blastophaga,Sycophaga,L235,L236,2,A G
Blastophaga,Sycophaga,L352,L353,1,G
Blastophaga,Sycophaga,L353,L354,1,A
Blastophaga,Sycophaga,L363,L364,3,A G H
Blastophaga,Sycophaga,L486,L487,2,A G
Blastophaga,Sycophaga,L487,L488,2,A G
Blastophaga,Sycophaga,L149,L149,1,D
Blastophaga,Sycophaga,L236,L236,2,C D
Blastophaga,Sycophaga,L353,L353,2,C D
Blastophaga,Sycophaga,L363,L363,1,D
Blastophaga,Sycophaga,L364,L364,1,G
Blastophaga,Sycophaga,L433,L514,1,G
Blastophaga,Waterstoniella,L793,L794,1,G
Blastophaga,Waterstoniella,L794,L794,1,D
Bootanelleus,Bootanomyia,L18,L19,1,G
Bootanelleus,Bootanomyia,L148,L148,1,H
Bootanelleus,Bootanomyia,L19,L19,1,G
Bootanelleus,Bootanomyia,L245,L245,1,G
Bootanelleus,Bootanomyia,L623,L623,1,B
Bootanelleus,Bootanomyia,L304,L304,1,G
Bootanelleus,Bootanomyia,L548,L548,1,G
Bootanelleus,Bortesia,L173,L174,1,H
Bootanelleus,Bortesia,L41,L42,1,G
Bootanelleus,Bortesia,L443,L444,2,A G
Bootanelleus,Bortesia,L551,L552,2,A G
Bootanelleus,Bortesia,L559,L560,2,A G
Bootanelleus,Bortesia,L63,L64,2,A G
Bootanelleus,Bortesia,L143,L143,2,B G
Bootanelleus,Bortesia,L167,L167,2,B G
Bootanelleus,Bortesia,L233,L233,1,H
Bootanelleus,Bortesia,L234,L234,1,G
Bootanelleus,Bortesia,L295,L295,1,G
Bootanelleus,Bortesia,L364,L364,2,B G
Bootanelleus,Bortesia,L370,L370,1,H
Bootanelleus,Bortesia,L419,L419,1,G
Bootanelleus,Bortesia,L552,L552,2,A G
Bootanelleus,Bortesia,L559,L559,2,A G
Bootanelleus,Bortesia,L746,L746,1,G
Bootanelleus,Bortesia,L8,L8,2,C D
Bootanelleus,Bortesia,L925,L925,2,A G
Bootanelleus,Bortesia,L934,L934,2,B G
Bootanelleus,Bortesia,L995,L995,1,G
Bootanelleus,Bortesia,L176,L177,1,G
Bootanelleus,Bortesia,L26,L27,1,G
Bootanelleus,Bortesia,L350,L351,1,G
Bootanelleus,Bortesia,L370,L371,1,H
Bootanelleus,Bortesia,L371,L372,1,G
Bootanelleus,Bortesia,L454,L455,1,H
Bootanelleus,Bortesia,L458,L459,1,G
Bootanelleus,Bortesia,L478,L479,1,A
Bootanelleus,Bortesia,L511,L512,1,G
Bootanelleus,Bortesia,L616,L617,2,A G
Bootanelleus,Bortesia,L620,L621,1,D
Bootanelleus,Bortesia,L621,L622,1,D
Bootanelleus,Bortesia,L659,L660,1,G
Bootanelleus,Bortesia,L669,L670,1,G
Bootanelleus,Bortesia,L677,L678,1,G
Bootanelleus,Bortesia,L705,L706,1,G
Bootanelleus,Bortesia,L745,L746,1,G
Bootanelleus,Bortesia,L756,L758,1,G
Bootanelleus,Bortesia,L770,L771,1,G
Bootanelleus,Bortesia,L795,L796,1,G
Bootanelleus,Bortesia,L79,L80,1,G
Bootanelleus,Bortesia,L819,L820,1,D
Bootanelleus,Bortesia,L820,L821,1,D
Bootanelleus,Bortesia,L870,L871,1,A
Bootanelleus,Bortesia,L8,L9,1,A
Bootanelleus,Bortesia,L902,L903,1,A
Bootanelleus,Bortesia,L902,L904,1,A
Bootanelleus,Bortesia,L934,L935,1,G
Bootanelleus,Bortesia,L173,L173,1,H
Bootanelleus,Bortesia,L26,L26,1,G
Bootanelleus,Bortesia,L350,L350,1,G
Bootanelleus,Bortesia,L359,L359,1,G
Bootanelleus,Bortesia,L381,L381,1,H
Bootanelleus,Bortesia,L39,L39,1,G
Bootanelleus,Bortesia,L454,L454,1,H
Bootanelleus,Bortesia,L456,L456,1,D
Bootanelleus,Bortesia,L479,L479,1,D
Bootanelleus,Bortesia,L482,L482,1,D
Bootanelleus,Bortesia,L510,L510,1,G
Bootanelleus,Bortesia,L517,L517,1,G
Bootanelleus,Bortesia,L549,L549,1,D
Bootanelleus,Bortesia,L553,L553,1,G
Bootanelleus,Bortesia,L554,L554,1,D
Bootanelleus,Bortesia,L616,L616,1,D
Bootanelleus,Bortesia,L621,L621,1,D
Bootanelleus,Bortesia,L636,L636,1,D
Bootanelleus,Bortesia,L669,L669,1,G
Bootanelleus,Bortesia,L678,L678,1,G
Bootanelleus,Bortesia,L715,L715,1,G
Bootanelleus,Bortesia,L768,L768,1,G
Bootanelleus,Bortesia,L770,L770,1,G
Bootanelleus,Bortesia,L80,L80,1,G
Bootanelleus,Bortesia,L820,L820,1,D
Bootanelleus,Bortesia,L826,L826,1,D
Bootanelleus,Bortesia,L902,L902,1,G
Bootanelleus,Bortesia,L924,L924,1,G
Bootanelleus,Bortesia,L933,L933,1,H
Bootanelleus,Grooca,L925,L926,1,G
Bootanelleus,Megastigmus,L503,L504,1,G
Bootanelleus,Megastigmus,L562,L564,1,G
Bootanelleus,Megastigmus,L371,L371,1,H
Bootanelleus,Megastigmus,L42,L42,1,G
Bootanelleus,Megastigmus,L504,L504,1,G
Bootanelleus,Megastigmus,L756,L756,1,G
Bootanelleus,Megastigmus,L844,L844,1,B
Bootanelleus,Megastigmus,L371,L372,1,G
Bootanelleus,Ormocerus,L500,L501,1,G
Bootanelleus,Plutothrix,L500,L501,1,G
Asaphes,Bootanomyia,L925,L926,1,G
Bootanomyia,Bortesia,L112,L112,1,G
Bootanomyia,Bortesia,L766,L766,1,D
Bootanomyia,Bortesia,L338,L339,1,G
Bootanomyia,Bortesia,L717,L718,1,G
Bootanomyia,Bortesia,L927,L928,1,A
Bootanomyia,Bortesia,L998,L999,1,G
Bootanomyia,Boudiennyia,L158,L159,2,C D
Bootanomyia,Boudiennyia,L158,L158,2,C D
Bootanomyia,Calosota,L111,L111,1,G
Bootanomyia,Chalcis,L431,L432,1,G
Bootanomyia,Epistenia,L359,L362,1,G
Bootanomyia,Euderomphale,L713,L713,1,G
Bootanomyia,Euderomphale,L56,L57,1,G
Bootanomyia,Keirana,L264,L264,1,H
Bootanomyia,Keirana,L7,L7,1,G
Bootanomyia,Macromesus,L995,L995,1,G
Bootanomyia,Megastigmus,L1009,L321,1,G
Bootanomyia,Megastigmus,L176,L177,1,G
Bootanomyia,Megastigmus,L232,L233,1,H
Bootanomyia,Megastigmus,L269,L270,1,G
Bootanomyia,Megastigmus,L340,L341,2,B G
Bootanomyia,Megastigmus,L420,L422,1,G
Bootanomyia,Megastigmus,L421,L422,1,G
Bootanomyia,Megastigmus,L559,L560,2,A G
Bootanomyia,Megastigmus,L80,L81,1,G
Bootanomyia,Megastigmus,L1005,L1005,1,H
Bootanomyia,Megastigmus,L1035,L1035,1,H
Bootanomyia,Megastigmus,L170,L170,1,G
Bootanomyia,Megastigmus,L176,L176,1,H
Bootanomyia,Megastigmus,L177,L177,1,H
Bootanomyia,Megastigmus,L233,L233,1,H
Bootanomyia,Megastigmus,L262,L262,1,H
Bootanomyia,Megastigmus,L340,L340,1,G
Bootanomyia,Megastigmus,L422,L422,1,G
Bootanomyia,Megastigmus,L450,L450,1,G
Bootanomyia,Megastigmus,L560,L560,1,B
Bootanomyia,Megastigmus,L566,L566,1,H
Bootanomyia,Megastigmus,L618,L618,1,G
Bootanomyia,Megastigmus,L620,L620,1,G
Bootanomyia,Megastigmus,L664,L664,2,B G
Bootanomyia,Megastigmus,L668,L668,2,B G
Bootanomyia,Megastigmus,L698,L698,1,H
Bootanomyia,Megastigmus,L763,L763,1,H
Bootanomyia,Megastigmus,L938,L938,1,G
Bootanomyia,Megastigmus,L12,L13,1,G
Bootanomyia,Megastigmus,L166,L167,1,A
Bootanomyia,Megastigmus,L212,L213,1,G
Bootanomyia,Megastigmus,L354,L355,1,D
Bootanomyia,Megastigmus,L478,L479,1,D
Bootanomyia,Megastigmus,L47,L48,1,G
Bootanomyia,Megastigmus,L619,L620,1,G
Bootanomyia,Megastigmus,L620,L621,1,G
Bootanomyia,Megastigmus,L11,L11,1,G
Bootanomyia,Megastigmus,L270,L270,1,G
Bootanomyia,Megastigmus,L456,L456,1,G
Bootanomyia,Megastigmus,L482,L482,1,D
